YT_Video_ID,file_name,start_time,end_time,label
hhSNKJ_lcNU,AN_WILTY_EP16_lie21,21:34,21:39,deception
hhSNKJ_lcNU,AN_WILTY_EP16_truth22,23:18,23:25,truth
hhSNKJ_lcNU,AN_WILTY_EP16_truth23,23:36,23:40,truth
hhSNKJ_lcNU,AN_WILTY_EP16_truth24,23:57,24:04,truth
hhSNKJ_lcNU,AN_WILTY_EP16_truth25,25:15,25:19,truth
hhSNKJ_lcNU,AN_WILTY_EP16_truth26,25:59,26:04,truth
QbthTZVmNYk,AN_WILTY_EP17_lie1,1:43,1:48,deception
QbthTZVmNYk,AN_WILTY_EP17_truth2,8,8:04,truth
QbthTZVmNYk,AN_WILTY_EP17_truth3,8:33,8:36,truth
QbthTZVmNYk,AN_WILTY_EP17_truth4,8:50,8:53,truth
QbthTZVmNYk,AN_WILTY_EP17_truth5,9:23,9:28,truth
QbthTZVmNYk,AN_WILTY_EP17_truth6,9:49,9:55,truth
QbthTZVmNYk,AN_WILTY_EP17_truth7,16:14,16:17,truth
QbthTZVmNYk,AN_WILTY_EP17_lie8,16:26,16:29,deception
QbthTZVmNYk,AN_WILTY_EP17_lie9,16:33,16:39,deception
QbthTZVmNYk,AN_WILTY_EP17_truth10,20:15,20:20,truth
QbthTZVmNYk,AN_WILTY_EP17_truth11,20:26,20:33,truth
QbthTZVmNYk,AN_WILTY_EP17_truth12,20:45,20:48,truth
QbthTZVmNYk,AN_WILTY_EP17_lie13,23:08,23:15,deception
QbthTZVmNYk,AN_WILTY_EP17_lie14,23:38,23:42,deception
QbthTZVmNYk,AN_WILTY_EP17_lie15,24:15,24:19,deception
QbthTZVmNYk,AN_WILTY_EP17_lie16,25:54,25:57,deception
QbthTZVmNYk,AN_WILTY_EP17_lie17,26:00,26:03,deception
QbthTZVmNYk,AN_WILTY_EP17_lie18,26:21,26:25,deception
QbthTZVmNYk,AN_WILTY_EP17_lie19,26:32,26:35,deception
DJRLZV4Ec44,AN_WILTY_EP18_truth1,1:48,1:53,truth
DJRLZV4Ec44,AN_WILTY_EP18_truth2,2:09,2:14,truth
DJRLZV4Ec44,AN_WILTY_EP18_truth3,2:49,2:53,truth
DJRLZV4Ec44,AN_WILTY_EP18_truth4,2:59,3:06,truth
DJRLZV4Ec44,AN_WILTY_EP18_truth5,3:17,3:20,truth
DJRLZV4Ec44,AN_WILTY_EP18_lie6,5:07,5:10,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie7,5:28,5:32,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie8,5:39,5:42,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie9,8:01,8:07,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie10,9:42,9:48,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie11,15:26,15:29,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie12,15:36,15:39,deception
DJRLZV4Ec44,AN_WILTY_EP18_truth13,16:26,16:29,truth
DJRLZV4Ec44,AN_WILTY_EP18_lie14,17:41,17:47,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie15,17:55,18:01,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie16,18:11,18:14,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie17,18:16,18:19,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie18,18:25,18:30,deception
DJRLZV4Ec44,AN_WILTY_EP18_truth19,19:59,20:03,truth
DJRLZV4Ec44,AN_WILTY_EP18_lie20,20:40,20:45,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie21,21:06,21:13,deception
DJRLZV4Ec44,AN_WILTY_EP18_lie22,21:26,21:30,deception
DJRLZV4Ec44,AN_WILTY_EP18_truth23,22:46,22:50,truth
ZrnEJ5g4CLU,AN_WILTY_EP19_lie1,2:11,2:17,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie2,3:01,3:08,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_truth3,5:24,5:28,truth
ZrnEJ5g4CLU,AN_WILTY_EP19_truth4,5:33,5:36,truth
ZrnEJ5g4CLU,AN_WILTY_EP19_truth5,6:08,6:16,truth
ZrnEJ5g4CLU,AN_WILTY_EP19_truth6,8:09,8:13,truth
ZrnEJ5g4CLU,AN_WILTY_EP19_lie7,9:37,9:42,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie8,10:12,10:17,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie9,10:23,10:28,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie10,10:46,10:50,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie11,16:08,16:12,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie12,16:17,16:22,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie13,19:34,19:38,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie14,19:55,19:58,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie15,22:36,22:41,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie16,22:55,22:58,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie17,23:14,23:18,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie18,23:22,23:27,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_lie19,24:40,24:44,deception
ZrnEJ5g4CLU,AN_WILTY_EP19_truth20,25:50,25:56,truth
ZrnEJ5g4CLU,AN_WILTY_EP19_truth21,26:39,26:42,truth
VSSCH5LcafA,AN_WILTY_EP20_truth1,1:55,1:59,truth
VSSCH5LcafA,AN_WILTY_EP20_truth2,5:35,5:38,truth
VSSCH5LcafA,AN_WILTY_EP20_truth3,6:01,6:06,truth
VSSCH5LcafA,AN_WILTY_EP20_truth4,6:47,6:51,truth
VSSCH5LcafA,AN_WILTY_EP20_lie5,8:54,8:57,deception
VSSCH5LcafA,AN_WILTY_EP20_lie6,9:12,9:17,deception
VSSCH5LcafA,AN_WILTY_EP20_lie7,9:53,9:59,deception
VSSCH5LcafA,AN_WILTY_EP20_lie8,10:01,10:05,deception
VSSCH5LcafA,AN_WILTY_EP20_lie9,10:12,10:16,deception
VSSCH5LcafA,AN_WILTY_EP20_lie10,16:54,16:57,deception
VSSCH5LcafA,AN_WILTY_EP20_truth11,17:14,17:20,truth
VSSCH5LcafA,AN_WILTY_EP20_lie12,18:54,19:01,deception
VSSCH5LcafA,AN_WILTY_EP20_lie13,19:12,19:15,deception
VSSCH5LcafA,AN_WILTY_EP20_lie14,24:35,24:39,deception
VSSCH5LcafA,AN_WILTY_EP20_lie15,25:26,25:35,deception
VSSCH5LcafA,AN_WILTY_EP20_lie16,26:05,26:10,deception
K9h744kQGTM,AN_WILTY_EP21_lie1,1:51,1:56,deception
K9h744kQGTM,AN_WILTY_EP21_truth2,5:44,5:49,truth
K9h744kQGTM,AN_WILTY_EP21_truth3,5:58,6:05,truth
K9h744kQGTM,AN_WILTY_EP21_truth4,7:04,7:10,truth
K9h744kQGTM,AN_WILTY_EP21_lie5,8:34,8:41,deception
K9h744kQGTM,AN_WILTY_EP21_lie6,8:51,8:58,deception
K9h744kQGTM,AN_WILTY_EP21_lie7,9:02,9:05,deception
K9h744kQGTM,AN_WILTY_EP21_lie8,9:09,9:13,deception
K9h744kQGTM,AN_WILTY_EP21_lie9,17:19,17:22,deception
K9h744kQGTM,AN_WILTY_EP21_lie10,17:35,17:40,deception
K9h744kQGTM,AN_WILTY_EP21_lie11,17:44,17:48,deception
K9h744kQGTM,AN_WILTY_EP21_lie12,19:52,19:56,deception
K9h744kQGTM,AN_WILTY_EP21_lie13,21:47,21:52,deception
K9h744kQGTM,AN_WILTY_EP21_lie14,21:56,22:03,deception
K9h744kQGTM,AN_WILTY_EP21_lie15,22:12,22:17,deception
K9h744kQGTM,AN_WILTY_EP21_lie16,22:43,22:46,deception
K9h744kQGTM,AN_WILTY_EP21_lie17,23:01,23:06,deception
K9h744kQGTM,AN_WILTY_EP21_lie18,23:36,23:40,deception
K9h744kQGTM,AN_WILTY_EP21_truth19,23:44,23:47,truth
K9h744kQGTM,AN_WILTY_EP21_truth20,24:10,24:14,truth
K9h744kQGTM,AN_WILTY_EP21_truth21,24:20,24:24,truth
K9h744kQGTM,AN_WILTY_EP21_lie22,25:36,25:40,deception
K9h744kQGTM,AN_WILTY_EP21_lie23,26:04,26:08,deception
K9h744kQGTM,AN_WILTY_EP21_lie24,27:10,27:15,deception
4guAsXvaYfE,AN_WILTY_EP22_truth1,2,2:05,truth
4guAsXvaYfE,AN_WILTY_EP22_truth2,2:09,2:15,truth
4guAsXvaYfE,AN_WILTY_EP22_truth3,2:31,2:34,truth
4guAsXvaYfE,AN_WILTY_EP22_truth4,3:02,3:05,truth
4guAsXvaYfE,AN_WILTY_EP22_lie5,4:43,4:46,deception
4guAsXvaYfE,AN_WILTY_EP22_lie6,4:54,4:59,deception
4guAsXvaYfE,AN_WILTY_EP22_lie7,5:31,5:34,deception
4guAsXvaYfE,AN_WILTY_EP22_lie8,7:29,7:36,deception
4guAsXvaYfE,AN_WILTY_EP22_lie9,8:10,8:13,deception
4guAsXvaYfE,AN_WILTY_EP22_lie10,8:32,8:37,deception
4guAsXvaYfE,AN_WILTY_EP22_lie11,8:58,9:02,deception
4guAsXvaYfE,AN_WILTY_EP22_lie12,9:29,9:33,deception
4guAsXvaYfE,AN_WILTY_EP22_truth13,10:46,10:52,truth
4guAsXvaYfE,AN_WILTY_EP22_truth14,11:31,11:38,truth
4guAsXvaYfE,AN_WILTY_EP22_truth15,12:08,12:15,truth
4guAsXvaYfE,AN_WILTY_EP22_lie16,18:08,18:11,deception
4guAsXvaYfE,AN_WILTY_EP22_lie17,18:18,18:22,deception
4guAsXvaYfE,AN_WILTY_EP22_truth18,18:26,18:30,truth
4guAsXvaYfE,AN_WILTY_EP22_truth19,19:13,19:19,truth
4guAsXvaYfE,AN_WILTY_EP22_truth20,19:35,19:39,truth
4guAsXvaYfE,AN_WILTY_EP22_lie21,19:50,19:53,deception
4guAsXvaYfE,AN_WILTY_EP22_lie22,19:57,20,deception
4guAsXvaYfE,AN_WILTY_EP22_lie23,20:03,20:06,deception
4guAsXvaYfE,AN_WILTY_EP22_lie24,20:22,20:26,deception
4guAsXvaYfE,AN_WILTY_EP22_lie25,21:22,21:25,deception
4guAsXvaYfE,AN_WILTY_EP22_lie26,21:27,21:33,deception
4guAsXvaYfE,AN_WILTY_EP22_lie27,23:33,23:38,deception
4guAsXvaYfE,AN_WILTY_EP22_lie28,24:06,24:14,deception
4guAsXvaYfE,AN_WILTY_EP22_lie29,24:20,24:27,deception
4guAsXvaYfE,AN_WILTY_EP22_lie30,26:11,26:15,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth1,1:52,1:58,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth2,3:05,3:10,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth3,3:23,3:27,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth4,3:39,3:44,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth5,3:49,3:54,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth6,5:29,5:35,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth7,5:47,5:50,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth8,5:54,5:57,truth
7AYOdlw5Gg4,AN_WILTY_EP23_truth9,6,6:08,truth
Nj66dXc93U0,AN_WILTY_EP24_lie1,0:03,0:06,deception
Nj66dXc93U0,AN_WILTY_EP24_lie2,0:11,0:21,deception
Nj66dXc93U0,AN_WILTY_EP24_lie3,0:23,0:28,deception
Nj66dXc93U0,AN_WILTY_EP24_lie4,0:33,0:39,deception
Nj66dXc93U0,AN_WILTY_EP24_lie5,0:41,0:47,deception
Nj66dXc93U0,AN_WILTY_EP24_lie6,1:36,1:43,deception
Nj66dXc93U0,AN_WILTY_EP24_lie7,2:15,2:22,deception
Nj66dXc93U0,AN_WILTY_EP24_truth8,5:55,5:58,truth
Nj66dXc93U0,AN_WILTY_EP24_lie9,6:03,6:10,deception
Nj66dXc93U0,AN_WILTY_EP24_lie10,6:16,6:22,deception
Nj66dXc93U0,AN_WILTY_EP24_truth11,6:37,6:41,truth
Nj66dXc93U0,AN_WILTY_EP24_truth12,7:57,8,truth
Nj66dXc93U0,AN_WILTY_EP24_lie13,8:29,8:33,deception
Nj66dXc93U0,AN_WILTY_EP24_lie14,8:46,8:50,deception
Nj66dXc93U0,AN_WILTY_EP24_lie15,9:16,9:19,deception
Nj66dXc93U0,AN_WILTY_EP24_lie16,9:26,9:36,deception
Nj66dXc93U0,AN_WILTY_EP24_lie17,9:46,9:51,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie1,0:06,0:10,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie2,0:14,0:19,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie3,0:28,0:32,deception
Af5tAj0w2Ig,AN_WILTY_EP25_truth4,3:57,4:04,truth
Af5tAj0w2Ig,AN_WILTY_EP25_truth5,4:30,4:40,truth
Af5tAj0w2Ig,AN_WILTY_EP25_truth6,4:47,4:51,truth
Af5tAj0w2Ig,AN_WILTY_EP25_lie7,6:19,6:24,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie8,7:04,7:08,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie9,7:10,7:14,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie10,7:28,7:38,deception
Af5tAj0w2Ig,AN_WILTY_EP25_lie11,7:38,7:48,deception
ZtLI7s4GvnI,AN_WILTY_EP26_lie1,1:44,1:50,deception
ZtLI7s4GvnI,AN_WILTY_EP26_truth2,5:13,5:19,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth3,5:37,5:45,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth4,5:51,5:56,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth5,6:01,6:07,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth6,6:30,6:40,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth7,6:43,6:53,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth8,6:53,7,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth9,7:47,7:52,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth10,9:06,9:11,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth11,9:58,10:01,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth12,10:20,10:23,truth
ZtLI7s4GvnI,AN_WILTY_EP26_truth13,11:38,11:48,truth
ZtLI7s4GvnI,AN_WILTY_EP26_lie14,12,12:05,deception
ZtLI7s4GvnI,AN_WILTY_EP26_lie15,12:10,12:19,deception
ZtLI7s4GvnI,AN_WILTY_EP26_lie16,12:34,12:42,deception
ZtLI7s4GvnI,AN_WILTY_EP26_lie17,13:11,13:17,deception
ZtLI7s4GvnI,AN_WILTY_EP26_lie18,13:38,13:41,deception
8at1JnjYn58,AN_WILTY_EP27_lie1,0:21,0:24,deception
8at1JnjYn58,AN_WILTY_EP27_lie2,0:41,0:47,deception
8at1JnjYn58,AN_WILTY_EP27_lie3,0:51,1,deception
8at1JnjYn58,AN_WILTY_EP27_lie4,1:04,1:07,deception
8at1JnjYn58,AN_WILTY_EP27_truth5,1:47,1:51,truth
8at1JnjYn58,AN_WILTY_EP27_truth6,2:05,2:09,truth
8at1JnjYn58,AN_WILTY_EP27_truth7,2:15,2:20,truth
8at1JnjYn58,AN_WILTY_EP27_truth8,2:33,2:43,truth
8at1JnjYn58,AN_WILTY_EP27_truth9,3:20,3:24,truth
8at1JnjYn58,AN_WILTY_EP27_truth10,3:35,3:40,truth
8at1JnjYn58,AN_WILTY_EP27_lie11,5:33,5:38,deception
8at1JnjYn58,AN_WILTY_EP27_lie12,9:27,9:31,deception
8at1JnjYn58,AN_WILTY_EP27_truth13,11:09,11:13,truth
8at1JnjYn58,AN_WILTY_EP27_truth14,11:30,11:33,truth
8at1JnjYn58,AN_WILTY_EP27_truth15,11:59,12:04,truth
8at1JnjYn58,AN_WILTY_EP27_truth16,12:20,12:25,truth
nkCdzNDP8CY,AN_WILTY_EP28_lie1,1:50,1:53,deception
nkCdzNDP8CY,AN_WILTY_EP28_lie2,2:04,2:14,deception
nkCdzNDP8CY,AN_WILTY_EP28_lie3,2:14,2:18,deception
nkCdzNDP8CY,AN_WILTY_EP28_lie4,2:30,2:35,deception
nkCdzNDP8CY,AN_WILTY_EP28_lie5,2:40,2:43,deception
nkCdzNDP8CY,AN_WILTY_EP28_lie6,2:48,2:55,deception
nkCdzNDP8CY,AN_WILTY_EP28_truth7,4:15,4:23,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth8,5:55,6:01,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth9,6:32,6:37,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth10,6:44,6:49,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth11,7:44,7:47,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth12,8:06,8:11,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth13,9:51,9:54,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth14,10:26,10:31,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth15,10:50,10:54,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth16,11:09,11:17,truth
nkCdzNDP8CY,AN_WILTY_EP28_truth17,13:45,13:49,truth
xXnyKLgp3eg,YW_WILTY_EP43_truth1 ,2:16,2:26,truth
xXnyKLgp3eg,YW_WILTY_EP43_truth2,2:58,3:03,truth
xXnyKLgp3eg,YW_WILTY_EP43_truth3,4:03,4:08,truth
xXnyKLgp3eg,YW_WILTY_EP43_lie1,7:34,7:38,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie2,7:49,7:58,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie3,8:15,8:20,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie4,9:13,9:18,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie5,9:20,9:24,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie6,11:30,11:33,deception
xXnyKLgp3eg,YW_WILTY_EP43_truth4,12:56,13:03,truth
xXnyKLgp3eg,YW_WILTY_EP43_lie7,13:11,13:19,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie8,13:27,13:33,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie9,14:18,14:22,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie10,14:37,14:40,deception
xXnyKLgp3eg,YW_WILTY_EP43_truth5,17:13,17:16,truth
xXnyKLgp3eg,YW_WILTY_EP43_truth6,17:22,17:32,truth
xXnyKLgp3eg,YW_WILTY_EP43_truth7,17:35,17:42,truth
xXnyKLgp3eg,YW_WILTY_EP43_truth8,17:50,18,truth
xXnyKLgp3eg,YW_WILTY_EP43_lie11,18:57,19:01,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie12,19:53,19:57,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie13,21:57,22:02,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie14,22:28,22:33,deception
xXnyKLgp3eg,YW_WILTY_EP43_lie15,25:03,25:07,deception
E0g49dh14S8,YW_WILTY_EP44_lie1,2:06,2:12,deception
E0g49dh14S8,YW_WILTY_EP44_lie2,2:19,2:24,deception
E0g49dh14S8,YW_WILTY_EP44_lie3,3:02,3:05,deception
E0g49dh14S8,YW_WILTY_EP44_lie4,3:08,3:11,deception
E0g49dh14S8,YW_WILTY_EP44_lie5,7:02,7:07,truth
E0g49dh14S8,YW_WILTY_EP44_truth1,7:19,7:29,truth
E0g49dh14S8,YW_WILTY_EP44_truth2,7:49,7:53,truth
E0g49dh14S8,YW_WILTY_EP44_truth3,10:42,10:45,truth
E0g49dh14S8,YW_WILTY_EP44_truth4,14:15,14:21,truth
E0g49dh14S8,YW_WILTY_EP44_lie6,14:26,14:33,deception
E0g49dh14S8,YW_WILTY_EP44_lie7,14:38,14:45,deception
E0g49dh14S8,YW_WILTY_EP44_truth5,15:06,15:13,truth
E0g49dh14S8,YW_WILTY_EP44_truth6,15:29,15:32,truth
E0g49dh14S8,YW_WILTY_EP44_truth7,15:41,15:48,truth
E0g49dh14S8,YW_WILTY_EP44_truth8,15:54,15:57,truth
E0g49dh14S8,YW_WILTY_EP44_truth9,16:26,16:30,truth
E0g49dh14S8,YW_WILTY_EP44_truth10,16:44,16:48,truth
E0g49dh14S8,YW_WILTY_EP44_lie8,17:21,17:24,deception
E0g49dh14S8,YW_WILTY_EP44_lie9,17:34,17:37,deception
E0g49dh14S8,YW_WILTY_EP44_lie10,17:46,17:49,deception
E0g49dh14S8,YW_WILTY_EP44_lie11,17:58,18:03,deception
E0g49dh14S8,YW_WILTY_EP44_lie12,21:03,21:08,deception
E0g49dh14S8,YW_WILTY_EP44_lie13,21:19,21:23,deception
E0g49dh14S8,YW_WILTY_EP44_lie14,21:25,21:28,deception
E0g49dh14S8,YW_WILTY_EP44_lie15,22:07,22:12,deception
E0g49dh14S8,YW_WILTY_EP44_truth11,23:12,23:16,truth
E0g49dh14S8,YW_WILTY_EP44_truth12,23:38,23:47,truth
E0g49dh14S8,YW_WILTY_EP44_truth13,24:16,24:22,truth
E0g49dh14S8,YW_WILTY_EP44_truth14,25:49,25:53,truth
E0g49dh14S8,YW_WILTY_EP44_truth15,25:58,26:08,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_truth1,3:12,3:16,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_lie1,6:21,6:24,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie2,6:26,6:29,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie3,6:41,6:46,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie4,6:50,6:57,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie5,7:25,7:31,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie6,7:35,7:38,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie7,8:01,8:06,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie8,8:19,8:24,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_truth2,10:15,10:20,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_truth3,10:42,10:46,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_truth4,10:49,10:55,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_truth5,12:20,12:26,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_truth6,12:37,12:42,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_lie9,14:14,14:17,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_truth7,14:21,14:28,truth
L2dK_5Zg5Rg,YW_WILTY_EP45_lie10,14:30,14:37,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie11,15:15,15:18,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie12,15:37,15:43,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie13,15:56,16:01,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie14,17:44,17:52,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie15,17:57,18:05,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie16,18:08,18:16,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie17,18:44,18:47,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie18,18:53,18:57,deception
L2dK_5Zg5Rg,YW_WILTY_EP45_lie19,19:19,19:24,deception
LPs5nlYYQck,YW_WILTY_EP46_lie1,2:30,2:33,deception
LPs5nlYYQck,YW_WILTY_EP46_lie2,2:42,2:46,deception
LPs5nlYYQck,YW_WILTY_EP46_truth1,6:47,6:53,truth
LPs5nlYYQck,YW_WILTY_EP46_truth1,9:05,9:09,truth
LPs5nlYYQck,YW_WILTY_EP46_lie3,11:06,11:14,deception
LPs5nlYYQck,YW_WILTY_EP46_lie4,11:30,11:34,deception
LPs5nlYYQck,YW_WILTY_EP46_lie5,11:49,11:57,deception
LPs5nlYYQck,YW_WILTY_EP46_truth3,14:03,14:06,truth
LPs5nlYYQck,YW_WILTY_EP46_truth4,14:19,14:25,truth
LPs5nlYYQck,YW_WILTY_EP46_lie6,14:39,14:43,deception
